频道名,地址,logo,tvg频道名,tvg国家,tcg语言,tvg分组,tvg-id,resolution
Ciné by Pluto TV,https://jmp2.uk/plu-5f8ed0f17564a300082b676a.m3u8,https://images.pluto.tv/channels/5f8ed0f17564a300082b676a/colorLogoPNG_1775048900088.png,,,,Movies,CinebyPlutoTV.de@FR,
Ciné Catastrophe by Pluto TV,https://jmp2.uk/plu-65a69ef53af63d000825e0ee.m3u8,https://images.pluto.tv/channels/65a69ef53af63d000825e0ee/colorLogoPNG_1751272916058.png,,,,Movies,CineCatastrophebyPlutoTV.de@FR,
Cine comedia,https://jmp2.uk/plu-5f513564e4622a0007c578c0.m3u8,https://images.pluto.tv/channels/5f12101f0b12f00007844c7c/colorLogoPNG_1732662798298.png,,,,Movies,PlutoTVCineComedia.us@US,
Ciné d'Asie by Pluto TV,https://jmp2.uk/plu-62f3e2d000418d00070f7dbc.m3u8,https://images.pluto.tv/channels/62f3e2d000418d00070f7dbc/colorLogoPNG_1751272759694.png,,,,Movies,CinedAsiebyPlutoTV.de@FR,
Cine en Espanol (720p) [Geo-blocked],https://amg02724-somos-amg02724c1-klowdtv-us-2002.playouts.now.amagi.tv/playlist/amg02724-somosfast-cineenespanol-klowdtvus/playlist.m3u8,,,,,Undefined,,
Cine en español,https://jmp2.uk/plu-5cf96b1c4f1ca3f0629f4bf0.m3u8,https://images.pluto.tv/channels/5cf96b1c4f1ca3f0629f4bf0/colorLogoPNG.png,,,,Entertainment,Cineenespanol.us@SD,
Cine Estrella (1080p),https://aegis-cloudfront-1.tubi.video/e1921b21-6cd6-4b21-bb46-832cbb74485c/playlist.m3u8,,,,,Undefined,,
Cine Familiar (1080p),http://bantel-cdn1.iptvperu.tv:1935/btnscrtn/cinefamiliar.stream/playlist.m3u8,https://i.imgur.com/ZgP2hE3.png,,,,Movies,CineFamiliar.us@SD,
Cine Hispano (1080p),http://bantel-cdn1.iptvperu.tv:1935/btnscrtn/cinehispano.stream/playlist.m3u8,https://i.imgur.com/tfgyfrw.png,,,,Movies,CineHispano.us@SD,
Ciné Horreur by Pluto TV,https://jmp2.uk/plu-66e1978babec540008ce41ac.m3u8,https://images.pluto.tv/channels/66e1978babec540008ce41ac/colorLogoPNG_1751272165674.png,,,,Movies,CineHorreurbyPlutoTV.de@FR,
Cine Mexicano (1080p),http://177.234.249.178:8888/AMERICA/index.m3u8,https://i.imgur.com/BhHKphL.png,,,,Movies,CineMexicano.us@SD,
Cine Premiere,https://jmp2.uk/plu-5cf968040ab7d8f181e6a68b.m3u8,https://i.imgur.com/PdhWTO6.png,,,,Movies,CinePremiere.us@SD,
Cine Premium (1080p),http://bantel-cdn1.iptvperu.tv:1935/btnscrtn/cinepremium.stream/playlist.m3u8,https://i.imgur.com/tC3jGd4.png,,,,Movies,CinePremium.us@SD,
Ciné Rétro by Pluto TV,https://jmp2.uk/plu-5f8ed168f72fcd0007e56269.m3u8,https://images.pluto.tv/channels/5f8ed168f72fcd0007e56269/colorLogoPNG_1751272859383.png,,,,Movies,CineRetrobyPlutoTV.de@FR,
Ciné Romance by Pluto TV,https://jmp2.uk/plu-60812fc8539963000707d1e1.m3u8,https://images.pluto.tv/channels/60812fc8539963000707d1e1/colorLogoPNG_1775048649580.png,,,,Movies,CineRomancebyPlutoTV.de@FR,
Cine Romantico (720p),https://d1si3n1st4nkgb.cloudfront.net/10502/88886011/hls/master.m3u8?ads.xumo_channelId=88886011,https://i.imgur.com/FUrrDrb.png,,,,Movies,CineRomantico.us@SD,
Ciné Sci-Fi by Pluto TV,https://jmp2.uk/plu-60c34592c911890007f29a73.m3u8,https://images.pluto.tv/channels/60c34592c911890007f29a73/colorLogoPNG.png,,,,Movies,CineSciFibyPlutoTV.de@FR,
Cine Sony (1080p),http://177.234.249.178:8888/SONY-MOVIES/index.m3u8,https://i.imgur.com/bZWoDTg.png,,,,Movies,CineSony.us@SD,
Cine terror,https://jmp2.uk/plu-5d8d180092e97a5e107638d3.m3u8,https://images.pluto.tv/channels/5f12111c9e6c2c00078ef3bb/colorLogoPNG.png,,,,Movies,CineTerror.us@US,
Ciné Thrillers by Pluto TV,https://jmp2.uk/plu-60c3472a51a2050008dad272.m3u8,https://images.pluto.tv/channels/60c3472a51a2050008dad272/colorLogoPNG_1751272093012.png,,,,Movies,CineThrillersbyPlutoTV.de@FR,
Ciné Western by Pluto TV,https://jmp2.uk/plu-65cca3e2ec452d0008af3a65.m3u8,https://images.pluto.tv/channels/65cca3e2ec452d0008af3a65/colorLogoPNG_1751272826143.png,,,,Movies,CineWesternbyPlutoTV.de@FR,
"like Gecko) Chrome/149.0.0.0 Safari/537.3"" group-title=""Movies"",Cine+ Classic",,https://i.imgur.com/y2zeLS3.jpeg,,,,Movies,CinePlusClassic.fr@SD,
Cine+ Emotion (720p),http://145.239.5.177/337/index.m3u8,https://i.imgur.com/upYjPvc.jpeg,,,,Movies,CinePlusEmotion.fr@SD,
"like Gecko) Chrome/149.0.0.0 Safari/537.3"" group-title=""Movies"",Cine+ Frisson (1080p)",,https://i.imgur.com/MwFtbnR.jpeg,,,,Movies,CinePlusFrisson.fr@SD,
"like Gecko) Chrome/149.0.0.0 Safari/537.3"" group-title=""Movies"",cine.box",,,,,,Movies,cinebox.bg@SD,
Cinecanal (1080p),http://15.204.246.24:8080/CinecanalHD/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/CinecanalLA.png/960px-CinecanalLA.png,,,,Movies,Cinecanal.us@Panregional,
Cinecanal Pacific (1080p),http://138.121.15.230:9002/CINECANAL/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/CinecanalLA.png/960px-CinecanalLA.png,,,,Movies,Cinecanal.us@Pacific,
Cinecanal South (1080p),http://45.162.193.35/CINECANAL/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/CinecanalLA.png/960px-CinecanalLA.png,,,,Movies,Cinecanal.us@South,
CineLatino (720p),http://45.162.193.35/CINELATINO_HD/index.m3u8,https://i.imgur.com/2V0R0xT.png,,,,Movies,CineLatino.mx@SD,
"like Gecko) Chrome/144.0.0.0 Safari/537.36"" group-title=""Movies"",Cinema (1080p)",,https://www.mongolsat.mn/assets/img/channel/914.png,,,,Movies,Cinema.mn@SD,
Cinema,http://catchup.videoline.ru/cinema/playlist.m3u8,https://i.imgur.com/b5e9qUA.png,,,,Movies,Cinema.ru@SD,
Cinema Poliziottesco,https://jmp2.uk/plu-671754d8e482950008962aaf.m3u8,,,,,Undefined,,
CinemaWorld (720p),http://nmk.ioapk.com:5050/4gtv-live069/index.m3u8,https://i.imgur.com/D2qNVZ7.png,,,,Movies,CinemaWorld.my@SD,
"like Gecko) Chrome/120.0.0.0 Safari/537.36"" group-title=""Movies"",Cinemax",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Cinemax_2016.svg/960px-Cinemax_2016.svg.png,,,,Movies,Cinemax.cz@Czechia,
"like Gecko) Chrome/120.0.0.0 Safari/537.36"" group-title=""Movies"",Cinemax 2",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Cinemax_2_%282016%29.png/960px-Cinemax_2_%282016%29.png,,,,Movies,Cinemax2.cz@Czechia,
"like Gecko) Chrome/130.0.0.0 Safari/537.36 VLC/3.0.18 LibVLC/3.0.18"" group-title=""Movies"",Cinemax 2 Romania",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Cinemax_2_%282016%29.png/960px-Cinemax_2_%282016%29.png,,,,Movies,Cinemax2.cz@Romania,
"like Gecko) Chrome/130.0.0.0 Safari/537.36"" group-title=""Undefined"",Cinemax Latino (480p)",,https://i.imgur.com/GfsmfGK.png,,,,Undefined,CinemaxLatino.us@SD,
"like Gecko) Chrome/130.0.0.0 Safari/537.36 VLC/3.0.18 LibVLC/3.0.18"" group-title=""Movies"",Cinemax Romania",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Cinemax_2016.svg/960px-Cinemax_2016.svg.png,,,,Movies,Cinemax.cz@Romania,
CinePride (720p),https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=2223,https://i.imgur.com/Y4Wgq8I.png,,,,Lifestyle,CinePride.us@SD,
Cinerama Television (720p),https://live.cineramatvbo.com/hls/stream.m3u8,https://play-lh.googleusercontent.com/RJ49IeJve4VPALBXqrqJGeAYOEoLQIZZ4zWwtJhofisng6ZYwGemZ-VXCx9ZQ-u7fw,,,,Entertainment,CineramaTelevision.bo@SD,
CineStar 1 Bulgaria,http://213.91.179.28:8000/play/a05h,https://i.imgur.com/t9vVTLH.png,,,,Movies,CineStar1Bulgaria.bg@SD,
CineThriller (720p),https://jmp2.uk/plu-653660b4295b840008a70ba3.m3u8,,,,,Undefined,,
Cinevault 80s (720p),https://aegis-cloudfront-1.tubi.video/ea1ab5d1-f554-4f6b-b03f-2611fcd94257/playlist.m3u8,https://i.imgur.com/xaCyyDd.png,,,,Movies,Cinevault80s.us@SD,
Cinevault Classics (540p),https://gsn-cinevault-classics-1-us.roku.wurl.tv/playlist.m3u8,,,,,Undefined,,
Cinevault Murder and Mayhem (540p),https://gsn-cinevault-70s-2-us.roku.wurl.tv/playlist.m3u8,,,,,Undefined,,
Cinevault Westerns (540p) [Geo-blocked],https://gsn-cinevault-westerns-2-us.roku.wurl.tv/playlist.m3u8,https://i.imgur.com/K1W137J.png,,,,Classic,CinevaultWesterns.us@SD,
Cinevision Canal 19 (1080p) [Not 24/7],https://5790d294af2dc.streamlock.net/tvhdlive/tvhdlive/playlist.m3u8,https://i.imgur.com/mJN2XNm.png,,,,General,CinevisionCanal19.do@SD,
Cinturao Verde,https://play.redecinturaoverde.com.br/playlist.m3u8,https://eswqkrogupaisirwcsys.supabase.co/storage/v1/object/public/mbc-media/canais/1775688612576-u0628igjimf.png,,,,General,CinturaoVerde.br@SD,
Cira TV (1080p),https://hlspackager.akamaized.net/live/DB/CIRA_TV/HLS/CIRA_TV.m3u8,https://i.imgur.com/YFnmSLW.png,,,,Undefined,CiraTV.de@SD,
Ciracu TV (720p) [Not 24/7],https://cloud37.ecuatel.com/ciracutv/live/manifest.m3u8,https://i.imgur.com/mkf2TJ6.png,,,,Culture,CiracuTV.ec@SD,
Circle (1080p),https://circle-roku.amagi.tv/playlist.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Circle_Network_logo.svg/960px-Circle_Network_logo.svg.png,,,,Entertainment,Circle.us@SD,
Cirque du Soleil (1080p) [Geo-blocked],https://amg01439-amg01439c1-amgplt0081.playout.now3.amagi.tv/playlist/amg01439-amg01439c1-amgplt0081/playlist.m3u8,,,,,Undefined,,
Citrico TV (480p) [Not 24/7],https://edge.essastream.com/citricotv/playlist.m3u8,https://enhd.ar/wp-content/uploads/2022/01/0e4a83fc-ba5b-4f26-a333-31f8bd544bcb-300x260.jpeg,,,,News,CitricoTV.do@SD,
City 41 (576p),http://163.61.227.29:8000/play/a02r/index.m3u8,,,,,News,City41.pk@SD,
City Channel (720p) [Not 24/7],https://dev.aftermind.xyz/edge-hls/unitrust/citychannel/index.m3u8?token=8TXWzhY3h6jrzqEqx,https://i.imgur.com/oo2fxta.png,,,,Undefined,CityChannel.cy@SD,
City of Monroe Government Channel,https://reflect-monroe-mi-ci.cablecast.tv/live-1/live/live.m3u8,https://i.imgur.com/gS4x0uX.png,,,,Legislative,CityofMonroeGovernmentChannel.us@SD,
City TV (576p) [Not 24/7],https://tv.city.bg/play/tshls/citytv/index.m3u8,https://i.imgur.com/mFL452f.png,,,,Music,CityTV.bg@SD,
City TV,https://citytv.hu/playlist.m3u8,https://i.imgur.com/u0AKhzj.png,,,,General,CityTV.hu@SD,
City TV Capital City Connection [Not 24/7],https://capitalcityconnection.cablecast.tv/live/stream-1/live.m3u8,https://image.roku.com/developer_channels/prod/a2cb55884ff88035ebbbb32ef9c60a228314d0a2ac4c86722aff5ea1cb9abcd8.png,,,,Legislative,CapitalCityConnectionMontgomery.us@SD,
CityNews Calgary (720p),https://citynewsregional.akamaized.net/hls/live/1024053/Regional_Live_8/master.m3u8,https://m.media-amazon.com/images/I/51Icdznow+L.png,,,,News,CityNewsCalgary.ca@SD,
CityNews Edmonton,https://citynewsregional.akamaized.net/hls/live/1024053/Regional_Live_8/Video-2Mbps.m3u8,https://m.media-amazon.com/images/I/51Icdznow+L.png,,,,News,CityNewsEdmonton.ca@SD,
CityNews Toronto (720p),https://citynewsregional.akamaized.net/hls/live/1024052/Regional_Live_7/master.m3u8,https://m.media-amazon.com/images/I/51Icdznow+L.png,,,,News,CityNewsToronto.ca@SD,
CityNews Vancouver (720p),https://citynewsregional.akamaized.net/hls/live/1024054/Regional_Live_9/master.m3u8,https://m.media-amazon.com/images/I/51Icdznow+L.png,,,,News,CityNewsVancouver.ca@SD,
Citytv Bogota (1080p),http://138.121.15.230:9002/CITY-TV/index.m3u8,https://i.imgur.com/h7K9EW9.png,,,,General,CitytvBogota.co@SD,
CityTV San Diego (360p),https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/sandiego/G1826_005/playlist.m3u8,https://i.imgur.com/OfNV6I7.png,,,,Legislative,CityTVSanDiego.us@SD,
Ciudad Magica (720p),https://lbgo.bozztv.com/ssh101/ssh101/verycoolfgr/playlist.m3u8,https://i.imgur.com/HJkSz2U.png,,,,Outdoor,CiudadMagica.ar@SD,
Ciudadano Radio (720p),https://oracle.streaminghd.cl/ciudadanoradiotv/ciudadanoradiotv/playlist.m3u8,https://cdn.m3u.cl/logo/1655_Ciudadano_Radio.png,,,,General,CiudadanoRadio.cl@SD,
Ciudadanos por el mundo,https://jmp2.uk/plu-622f42b831233300078658cc.m3u8,,,,,Undefined,,
Ciudades Del Ocio TV (720p),https://cloudvideo.servers10.com:8081/8024/index.m3u8,https://i.imgur.com/CTQgqsM.png,,,,Entertainment,CiudadesdelOcioTV.es@SD,
CJ OnStyle (540p),https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8,https://i.imgur.com/JiSfEBv.png,,,,Shop,CJOnStyle.kr@SD,
CJ OnStyle Plus (540p),https://live-ch2.cjonstyle.net/cjosplus/live2/playlist.m3u8,https://i.imgur.com/OYmOL20.png,,,,Shop,CJOnStylePlus.kr@SD,
CKPG Prince George BC (720p) [Not 24/7],,,,,,Undefined,,
Clan (1080p),http://185.47.212.25:8080/Clan_HD/index.m3u8,https://i.ibb.co/vv3FC2Nv/clan.png,,,,Kids;Public,Clan.es@SD,
Clan Internacional Americas (1080p) [Geo-blocked],https://rtvelivestream-rtveplayplus.rtve.es/rtvesec/int/clan_int_main_1080.m3u8,https://i.ibb.co/vv3FC2Nv/clan.png,,,,Kids;Public,ClanInternacional.es@SD,
Clarity 4K (2160p) [Geo-blocked],https://pb-qyrvophnifz47.akamaized.net/Clarity_4K.m3u8,https://i.imgur.com/M87kbVk.png,,,,General,Clarity4K.us@SD,
Claro Sports (720p),,https://i.imgur.com/n0kd17r.png,,,,Sports,ClaroSports.mx@SD,
Claro Televisión Dominicana (360p),https://streamunoapp.com:3960/live/claroteledomlive.m3u8,https://i.imgur.com/fJD7OxB.png,,,,General,ClaroTelevisionDominicana.do@SD,
Claro Visión TV (720p),https://streamunoapp.com:3057/live/clarovisiontvlive.m3u8,https://i.imgur.com/MpTgJMJ.png,,,,Entertainment,ClaroVisionTV.do@SD,
Class CNBC (1080p) [Geo-blocked],https://amg14891-amg14891c5-amgplt0020.playout.now3.amagi.tv/playlist.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Class_CNBC_2026.svg/960px-Class_CNBC_2026.svg.png,,,,Business,ClassCNBC.it@SD,
Classic Arts Showcase (720p),https://classicarts.akamaized.net/hls/live/1024257/CAS/master.m3u8,https://i.imgur.com/M6FFkc3.png,,,,Culture;Education,ClassicArtsShowcase.us@SD,
Classic Cinema (240p) [Not 24/7],https://rpn.bozztv.com/gusa/gusa-classiccinema/index.m3u8,https://i.imgur.com/FJoPnTb.png,,,,Movies,ClassicCinema.us@SD,
Classic Movie Westerns,https://jmp2.uk/plu-61f33318210549000806a530.m3u8,https://images.pluto.tv/channels/61f33318210549000806a530/colorLogoPNG.png,,,,Movies;Series,ClassicMovieWesterns.us@SD,
Classic Movies Channel,https://jmp2.uk/plu-561c5b0dada51f8004c4d855.m3u8,https://i.imgur.com/pQJxov2.png,,,,Movies,ClassicMoviesChannel.us@SD,
Classic Music (1080p),http://stream.mcquack.net/312/index.m3u8,https://i.imgur.com/TpXs1qA.png,,,,Music,ClassicMusic.ru@SD,
Classic TV,https://clshls.wns.live/hls/stream.m3u8,,,,,Classic,ClassicTV.ir@SD,
Classic TV Comedy,https://jmp2.uk/plu-5f15e32b297f96000768f928.m3u8,https://i.imgur.com/wg5I5Fb.png,,,,Comedy,ClassicTVComedy.us@SD,
Classic TV Crime Drama,https://jmp2.uk/plu-61325c4f982acd000723287e.m3u8,https://images.pluto.tv/channels/61325c4f982acd000723287e/colorLogoPNG.png,,,,Classic,ClassicTVCrimeDrama.us@SD,
Classic TV Drama,https://jmp2.uk/plu-5f15e3cccf49290007053c67.m3u8,https://i.imgur.com/XHQxv0x.png,,,,Classic,ClassicTVDrama.us@SD,
Classic TV: Families,https://jmp2.uk/plu-61325d18f5166c00081b84e0.m3u8,https://images.pluto.tv/channels/62e91af00c43540007f2bb43/colorLogoPNG.png,,,,Classic,ClassicTVFamilies.us@US,
Classica (720p),https://jmp2.uk/plu-5f779951372da90007fd45e8.m3u8,https://i.imgur.com/bLjmQTU.png,,,,Music,Classica.us@SD,
Classique TV (360p),https://stmv1.srvif.com/classique/classique/playlist.m3u8,https://i.imgur.com/rHxcraT.png,,,,Movies,ClassiqueTV.br@SD,
Clergy TV (720p) [Not 24/7],https://goliveafrica.media:9998/live/650452cf2ddb2/index.m3u8,https://i.imgur.com/RcxBEUo.jpg,,,,Religious,ClergyTV.ke@SD,
Click TV (Coronel) (720p),https://v2.tustreaming.cl/clicktv/playlist.m3u8,https://i.imgur.com/H0XNbMS.png,,,,Documentary,ClickTVChile.cl@SD,
Cloudflare TV (720p),https://cloudflare.tv/hls/live.m3u8,https://i.imgur.com/l4m0is8.jpeg,,,,Education,CloudflareTV.us@SD,
cLoveworld TV (480p),https://live-hls-5rxy.livepush.io/live_cdn/em_LJ5aZjqp0LdiQ/index.m3u8,https://i.imgur.com/MKKap2F.png,,,,Religious,cLoveworldTV.ng@SD,
CLTV 36 (720p) [Not 24/7],https://live.cltv36.tv:5443/LiveApp/streams/cltvlive.m3u8,https://i.imgur.com/2fGhl7q.png,,,,General,CLTV36.ph@SD,
Club TV,https://tv.arkeo.cl:1936/clubtv/clubtv/playlist.m3u8,https://i.imgur.com/6fmQLF8.png,,,,Undefined,ClubTV.cl@SD,
Clubbing TV France,https://d1j2csarxnwazk.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-uze1m6xh4fiyr-ssai-prd/master.m3u8,https://i.imgur.com/MyiA92q.png,,,,Music,ClubbingTV.us@France,
Clubbing TV UK (720p),https://a-cdn.klowdtv.com/live3/clubbingtv_720p/playlist.m3u8,https://i.imgur.com/MyiA92q.png,,,,Music,ClubbingTV.us@UK,
Clube do Terror,https://jmp2.uk/plu-64e501eec630a900088ed0f8.m3u8,,,,,Undefined,,
CMB Television (1080p),https://cdn1.cmbcolombia.tv/bethesda/video.m3u8,https://i.imgur.com/akGKPsk.png,,,,Religious,CMBTelevision.co@SD,
CMC TV (1080p),https://stream.cmctv.hr:49998/cmc/live.m3u8,https://i.imgur.com/FCb7Ag2.png,,,,Music,CMCTV.hr@SD,
CMC-USA Country Music Channel (720p),https://hwlive.streamingmediahosting.com/14215-live/0_obd393sh/playlist.m3u8,https://i.imgur.com/QsANRSu.png,,,,Music,CMCUSACountryMusicChannel.us@SD,
CMM TV HD (1080p),"https://cdnapisec.kaltura.com/p/2288691/sp/228869100/playManifest/entryId/1_gnz6ity9/protocol/https/format/applehttp/flavorIds/1_a9gxgxzy,1_v71ryg4b,1_vbfvtjw6,1_obo1bqsx,1_3shk3s5d/a.m3u8",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/CMMedia.svg/960px-CMMedia.svg.png,,,,General;Public,CMMTV.es@HD,
CMT (720p),http://23.237.104.106:8080/USA_CMT/index.m3u8,https://i.imgur.com/S7DOpdY.png,,,,Music,CMT.us@East,
CMT Equal Play (720p),https://jmp2.uk/plu-5f68f53eb1e5800007390bf8.m3u8,https://i.imgur.com/9ysjkkL.png,,,,Music,CMTEqualPlay.us@SD,
CMTv Kenya (576p) [Not 24/7],https://goliveafrica.media:9998/live/64ede813cfe1a/index.m3u8,https://i.imgur.com/ewHBokK.jpg,,,,General,CMTvKenya.ke@SD,
CNA (1080p),https://live1.mediadesk.al/cnatvlive.m3u8,https://codeit.al/wp-content/uploads/2020/08/cna.png,,,,News,CNA.al@SD,
CNA (360p) [Not 24/7],https://live.creacast.com/cna/stream/playlist.m3u8,https://i.imgur.com/Ki3ySUE.png,,,,Religious,CNA.dz@SD,
CNA (1080p) [Geo-blocked],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8,https://i.imgur.com/awIDugE.png,,,,News,CNA.sg@SD,
CNA International (576p),https://mumt05.tangotv.in/87NeALx2CNA/index.m3u8,https://i.imgur.com/xWglicB.png,,,,News,CNAInternational.sg@SD,
CNA Originals (1080p),https://amg01082-cna-amg01082c1-rlaxx-us-11304.playouts.now.amagi.tv/playlist.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/CNA_new_logo.svg/500px-CNA_new_logo.svg.png,,,,Documentary,CNAOriginals.sg@SD,
CNBC (1080p),https://amg01079-nbcuuk-amg01079c2-samsung-gb-1258.playouts.now.amagi.tv/playlist.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/CNBC_2025.svg/960px-CNBC_2025.svg.png,,,,Business;News,CNBCUK.uk@SD,
CNBC Arabiya (1080p),https://cnbc-live.akamaized.net/cnbc/master.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/CNBC_Arabia_2025.svg/960px-CNBC_Arabia_2025.svg.png,,,,Business,CNBCArabiya.ae@SD,
CNBC Asia (720p),http://nmk.ioapk.com:5050/4gtv-live130/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/CNBC_2025.svg/960px-CNBC_2025.svg.png,,,,Business,CNBCAsia.sg@SD,
CNBC Awaaz (1080p),https://n18syndication.akamaized.net/bpk-tv/CNBC_Awaaz_NW18_MOB/output01/master.m3u8,https://jiotvimages.cdn.jio.com/dare_images/images/CNBCAwaaz.png,,,,Business,CNBCAwaaz.in@SD,
CNBC Bajar (1080p),https://n18syndication.akamaized.net/bpk-tv/CNBC_Bazaar_NW18_MOB/output01/master.m3u8,https://jiotvimages.cdn.jio.com/dare_images/images/CNBCBajar.png,,,,Business,CNBCBajar.in@SD,
CNBC Indonesia (720p),https://live.cnbcindonesia.com/livecnbc/smil:cnbctv.smil/playlist.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/CNBC_Indonesia_2025.svg/960px-CNBC_Indonesia_2025.svg.png,,,,Business,CNBCIndonesia.id@SD,
"like Gecko) Chrome/144.0.0.0 Safari/537.36"" group-title=""Undefined"",CNBC MGL (1080p)",,,,,,Undefined,,
"like Gecko) Chrome/144.0.0.0 Safari/537.36"" group-title=""Business;News"",CNBC Mongolia (720p)",,https://cnbc.mn/_next/image?url=%2F_next%2Fstatic%2Fmedia%2F07.5c42b114.png&w=828&q=75,,,,Business;News,CNBCMongolia.mn@SD,
CNBC TV18 (1080p),https://n18syndication.akamaized.net/bpk-tv/CNBC_TV18_NW18_MOB/output01/index.m3u8,https://jiotvimages.cdn.jio.com/dare_images/images/CNBCTV18.png,,,,Business,CNBCTV18.in@SD,
CNBC TV18 Prime HD (1080p),https://n18syndication.akamaized.net/bpk-tv/CNBC_Tv18_Prime_HD_NW18_MOB/output01/index.m3u8,https://jiotvimages.cdn.jio.com/dare_images/images/CNBCTV18Prime.png,,,,Business,CNBCTV18PrimeHD.in@SD,
CNBC-e,https://hnpsechtsc.turknet.ercdn.net/xpnvudnlsv/cnbc-e/cnbc-e.m3u8,https://s.cnbce.com/dist/images/logo-nav.png,,,,Business;Series,CNBCe.tr@SD,
CNC Bugavisión (720p),https://movil.ejeserver.com/live/cncbuga.m3u8,https://i.imgur.com/zJAwnvd.png,,,,General,CNCBugavision.co@SD,
CNC Pereira (720p),https://cloudvideo.servers10.com:8081/latinchaneltv/index.m3u8,https://i.imgur.com/5vJ0aXH.png,,,,General,CNCPereira.co@SD,
CNC Santander de Quilichao (480p),https://movil.ejeserver.com/live/cncsantander.m3u8,https://i.imgur.com/LNl2o9q.jpg,,,,General,CNCSantanderdeQuilichao.co@SD,
CNC Tulua (1080p),https://live.amelbatv.co:81/cnctulualive/index.fmp4.m3u8,https://i.imgur.com/NCzpcqm.png,,,,General,CNCTulua.co@SD,
CNC Valledupar (720p),https://live20.bozztv.com/akamaissh101/ssh101/cncvalledupar1/playlist.m3u8,https://i.imgur.com/y5N6PCg.jpg,,,,General,CNCValledupar.co@SD,
CND Film Middle School Channel,http://live2.rxip.sc96655.com/live/zxs_4000.m3u8?A=&E=&K=&P=&S=&U=,https://i.imgur.com/4uG8HsQ.png,,,,Movies,CNDFilmMiddleSchoolChannel.cn@SD,
CNews (1080p),https://raw.githubusercontent.com/Paradise-91/ParaTV/main/streams/canalplus/cnews-dm.m3u8,https://i.imgur.com/sSNhk2g.png,,,,News,CNews.fr@SD,
Cnews Bharat (720p),https://legitpro.co.in/cnews/cnews/index.fmp4.m3u8,https://jiotvimages.cdn.jio.com/dare_images/images/C_News_Bharat.png,,,,News,CnewsBharat.in@SD,
CNEWS PRIME (1080p),https://raw.githubusercontent.com/Paradise-91/ParaTV/main/streams/canalplus/cnews-prime-dm.m3u8,https://www.cnews.fr/themes/cnews/img/cnews-prime.png,,,,News,CNEWSPRIME.fr@HD,
CNM TV (720p) [Not 24/7],https://stream.sen-gt.com/cnmtv/myStream/playlist.m3u8,https://i.ibb.co/0cfdGKv/1630802325205.jpg,,,,General,CNMTV.sn@SD,
CNN Headlines,https://jmp2.uk/plu-66c45c274f25dd00092739ee.m3u8,,,,,Undefined,,
CNN HEADLINES,https://jmp2.uk/plu-5421f71da6af422839419cb3.m3u8,,,,,Undefined,,
CNN Headlines International,https://jmp2.uk/plu-66337e365a402e00087eccaf.m3u8,,,,,Undefined,,
CNN Headlines International,https://jmp2.uk/plu-66c45c0de7f5e80008b82005.m3u8,,,,,Undefined,,
CNN Headlines International,https://jmp2.uk/plu-66c45b36a72e7b0008a2b291.m3u8,,,,,Undefined,,
CNN Headlines International,https://jmp2.uk/plu-66c45ba803e3b20008d8c294.m3u8,,,,,Undefined,,
CNN Headlines International,https://jmp2.uk/plu-66dff9d46ad04d0008fda4de.m3u8,,,,,Undefined,,
CNN Noticias,https://jmp2.uk/plu-673248f9030a2c0008033af8.m3u8,,,,,Undefined,,
CNN Originals,https://jmp2.uk/plu-66e0b4536ad04d0008fff4b2.m3u8,,,,,Undefined,,
CNN Prima News (1080p),http://88.212.15.19/live/test_cnn_pirma_news/playlist.m3u8,https://i.imgur.com/elZyUjX.png,,,,News,CNNPrimaNews.cz@SD,
CNNi,https://jmp2.uk/plu-66c45afaa72e7b0008a2b153.m3u8,,,,,Undefined,,
CNT Mas TV (720p) [Not 24/7],https://edge.essastream.com/cntmas/tracks-v1a1/mono.m3u8,https://dominicanchannels.com/wp-content/uploads/ctnmas.jpg,,,,General,CNTMasTV.do@HD,
CNV/Montreal,https://media1.radioservers.biz:1936/cnv/cnv/playlist.m3u8,,,,,Undefined,,
